Gene,Drug,Pearson_Correlation,id
ABCC2,VU0238429 (BRD:BRD-K24187789-001-01-7),0.2708510415733922,BRD-K24187789
ABCC2,ARTESUNATE (BRD:BRD-K54634444-001-05-9),0.23585487092088997,BRD-K54634444
ABCC2,AV-412 (BRD:BRD-K23190681-001-01-1),0.22914155271046618,BRD-K23190681
ABCC2,POLYDATIN (BRD:BRD-K43236057-001-07-1),0.22265993796892564,BRD-K43236057
ABCC2,NAMPT-IN-1 (BRD:BRD-K18280217-001-01-0),0.2218513065505795,BRD-K18280217
ABCC2,BX-912 (BRD:BRD-K49669041-001-08-4),0.21292933352313298,BRD-K49669041
ABCC2,CID-5458317 (BRD:BRD-A08840375-001-01-3),0.21141932173935668,BRD-A08840375
ABCC2,STF-31 (BRD:BRD-K22477529-001-02-7),0.2111136450998457,BRD-K22477529
ABCC2,AURANOFIN (BRD:BRD-K45995181-001-04-6),0.2038782601309482,BRD-K45995181
ABCC2,GPP-78 (BRD:BRD-K83289131-003-01-0),0.20098616784952428,BRD-K83289131
ABCC2,TAK-901 (BRD:BRD-K01683783-001-02-6),0.19953100739717713,BRD-K01683783
ABCC2,XL228 (BRD:BRD-K14274271-001-02-8),0.19829801519316248,BRD-K14274271
ABCC2,DIHYDROARTEMISININ (BRD:BRD-K62213621-001-01-6),0.18723551238463124,BRD-K62213621
ABCC2,THZ1-R (BRD:BRD-K02135007-001-01-8),0.18426852189752013,BRD-K02135007
ABCC2,10-DEACETYLBACCATIN (BRD:BRD-K96631475-001-02-4),0.183332545397253,BRD-K96631475
ABCC2,CURCUMIN (BRD:BRD-K07572174-001-39-4),0.18224108176303422,BRD-K07572174
ABCC2,RYUVIDINE (BRD:BRD-K06426971-001-02-7),0.1803050059925805,BRD-K06426971
ABCC2,PR-619 (BRD:BRD-K54395039-001-01-7),0.17818148392201152,BRD-K54395039
ABCC2,ERASTIN (BRD:BRD-A25004090-001-08-4),0.1766936547106548,BRD-A25004090
ABCC2,ALISERTIB (BRD:BRD-K75295174-001-05-0),0.17644545770144027,BRD-K75295174
ABCC2,TASISULAM (BRD:BRD-K42495768-001-01-7),0.17486730787055382,BRD-K42495768
ABCC2,OLAPARIB (BRD:BRD-K02113016-001-15-4),0.1736019387062957,BRD-K02113016
ABCC2,CAFFEIC-ACID-PHENETHYL-ESTER (BRD:BRD-K96188950-001-16-9),0.17320034583076177,BRD-K96188950
ABCC2,BISINDOLYLMALEIMIDE-IX (BRD:BRD-K06543683-066-02-1),0.17252187853161427,BRD-K06543683
ABCC2,INARIGIVIR (BRD:BRD-K00003532-001-01-9),0.17197852077126544,BRD-K00003532
ABCC2,UNBS-5162 (BRD:BRD-K30933884-001-01-0),0.17123838594693197,BRD-K30933884
ABCC2,PITAVASTATIN (BRD:BRD-K75958547-238-01-0),0.1711092111618845,BRD-K75958547
ABCC2,CETRIMONIUM (BRD:BRD-K47079459-004-04-6),0.17032676438471855,BRD-K47079459
ABCC2,MESALAZINE (BRD:BRD-K28849549-001-13-4),0.16743447506391293,BRD-K28849549
ABCC2,TODRALAZINE (BRD:BRD-K68553471-003-12-3),0.16695729482466035,BRD-K68553471
ABCC2,PF-477736 (BRD:BRD-K03063480-001-05-8),0.16572147222286862,BRD-K03063480
ABCC2,WEHI-345-ANALOG (BRD:BRD-K55487946-001-01-3),0.16378681440313045,BRD-K55487946
ABCC2,APY-29 (BRD:BRD-K17511755-001-02-9),0.16357654006395533,BRD-K17511755
ABCC2,SB-268262 (BRD:BRD-A91031770-001-01-8),0.16278363521477968,BRD-A91031770
ABCC2,SPERMINE (BRD:BRD-K18375018-376-02-3),0.16188159456008874,BRD-K18375018
ABCC2,SU3327 (BRD:BRD-K32730239-001-01-0),0.1610053396777969,BRD-K32730239
ABCC2,ILOMASTAT (BRD:BRD-K51662849-001-08-8),0.1604669623833581,BRD-K51662849
ABCC2,INOSINE (BRD:BRD-K79612754-001-19-1),0.1595136483870869,BRD-K79612754
ABCC2,EW-7197 (BRD:BRD-K74396648-001-01-4),0.158379654938595,BRD-K74396648
ABCC2,KW-2478 (BRD:BRD-K41213548-001-02-0),0.1583790677499081,BRD-K41213548
ABCC2,GAMBOGIC-ACID (BRD:BRD-K08542803-001-03-1),0.15791345599213538,BRD-K08542803
ABCC2,ARTEMISININ (BRD:BRD-K13112821-001-17-4),0.1578993452985223,BRD-K13112821
ABCC2,CCG-50014 (BRD:BRD-K08893438-001-04-9),0.15706173488427677,BRD-K08893438
ABCC2,KPT-9274 (BRD:BRD-K00004701-001-01-9),0.1552147806875265,BRD-K00004701
ABCC2,THIOMERSAL (BRD:BRD-K61443650-236-13-1),0.15347973165538772,BRD-K61443650
ABCC2,JD-5037 (BRD:BRD-K00003271-001-01-9),0.15338407503029486,BRD-K00003271
ABCC2,NIRAPARIB (BRD:BRD-K54955827-001-02-2),0.15325345581628141,BRD-K54955827
ABCC2,TUBASTATIN-A (BRD:BRD-K00627859-003-03-7),0.1527713780863286,BRD-K00627859
ABCC2,REPOTRECTINIB (BRD:BRD-K00003447-001-01-9),0.1522456302568554,BRD-K00003447
